file_name,streetview_id,latitude,longitude,altitude,date,time,distance,heading,streetview,project
GSfile,156,31.6667002,34.5670216,42.844,6/13/2022,11:37:35:269,11.10717545,83.22723226,GS010598_159.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,157,31.6666864,34.5669054,43.024,6/13/2022,11:37:36:314,11.89921738,82.98838435,GS010598_160.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,158,31.6666711,34.566781,43.257,6/13/2022,11:37:37:304,12.58506239,82.32248086,GS010598_161.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,159,31.6666534,34.5666497,43.375,6/13/2022,11:37:38:294,13.15779099,81.31364542,GS010598_162.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,160,31.6666325,34.5665129,43.464,6/13/2022,11:37:39:284,14.51636516,80.91417163,GS010598_163.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,161,31.6666084,34.5663622,43.699,6/13/2022,11:37:40:274,14.12644018,81.36817701,GS010598_164.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,162,31.6665861,34.5662153,43.903,6/13/2022,11:37:41:264,14.17084646,81.63075899,GS010598_165.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,163,31.6665644,34.5660678,44.041,6/13/2022,11:37:42:309,14.10547728,81.78800759,GS010598_166.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,164,31.6665432,34.5659209,44.08,6/13/2022,11:37:43:299,13.6388484,81.70614747,GS010598_167.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,165,31.6665225,34.5657789,44.094,6/13/2022,11:37:44:289,13.89153619,81.25980108,GS010598_168.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,166,31.6665003,34.5656345,44.246,6/13/2022,11:37:45:279,12.76398125,81.30251172,GS010598_169.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,167,31.66648,34.5655018,44.453,6/13/2022,11:37:46:269,12.33052931,81.53257358,GS010598_170.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,168,31.6664609,34.5653735,44.706,6/13/2022,11:37:47:314,12.15681608,81.77487986,GS010598_171.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,169,31.6664426,34.5652469,44.854,6/13/2022,11:37:48:304,12.60553603,82.29122745,GS010598_172.jpg,2022_RVGP_Israil_Data_Ph2
